node03b3c753299e86e66647c895992d2f1.html
Right Answer:accessory_d43-c1
Predicted Answer:samsung un50j6300---0.2
Predicted Answer:lg 55eg9600---0.2
Predicted Answer:sony xbr79x900b---0.2
Predicted Answer:gpx tde1982b---0.2
Predicted Answer:lg 65eg9600---0.2
Predicted Answer:sony xbr55x810c---0.0
Predicted Answer:samsung un40ju6700---0.1
Predicted Answer:samsung un50js7000---0.1
Predicted Answer:sony xbr43x830c---0.2
Predicted Answer:samsung un55hu6840---0.3
Predicted Answer:samsung un55j6200a---0.2
Predicted Answer:samsung un40eh5300---0.3
Predicted Answer:samsung un55hu8500---0.1
Predicted Answer:sony xbr65x810c---0.0
Predicted Answer:sony xbr65x850a---0.2
Predicted Answer:sony xbr49x830c---0.2
Predicted Answer:lg 49uf6400---0.1
Predicted Answer:sony xbr65x850c---0.3
Predicted Answer:sony xbr70x850b---0.1
Predicted Answer:lg 40lf6300---0.0
Predicted Answer:sony xbr55x900c---0.0
Predicted Answer:gpx tde3253b---0.1
Predicted Answer:samsung un65h7150---0.2
Predicted Answer:samsung un65ju7100---0.3
Predicted Answer:vizio d50u-d1---0.2
node95848a98b65dd02f63ccfca3401760.html
Right Answer:samsung un40ju640da
Predicted Answer:samsung un55ju7100f---0.375
Predicted Answer:vizio d48-d0---0.25
Predicted Answer:samsung un60eh6003---0.375
Predicted Answer:samsung un60ju7100---0.375
Predicted Answer:sony xbr65x930c---0.3125
Predicted Answer:samsung un50ju7100---0.5
Predicted Answer:sony xbr65x930d---0.25
Predicted Answer:sony xbr65x950b---0.3125
Predicted Answer:vizio d43-c1---0.25
Predicted Answer:samsung un55ju6500---0.4375
Predicted Answer:gpx te1384b---0.1875
Predicted Answer:sony xbr55x800b---0.25
Predicted Answer:gpx tde1380b---0.1875
Predicted Answer:samsung un32eh5300---0.4375
Predicted Answer:samsung un40ju6400---0.5
Predicted Answer:lg 43uf6400---0.5
Predicted Answer:gpx tde1384b---0.1875
Predicted Answer:lg 55eg9100---0.4375
Predicted Answer:samsung un50eh5300---0.4375
Predicted Answer:samsung un65h6350---0.3125
Predicted Answer:samsung un50j5200a---0.25
Predicted Answer:sony xbr65x800b---0.25
Predicted Answer:samsung un60js7000---0.3125
Predicted Answer:samsung un55js8500f---0.5625
Predicted Answer:vizio d43-d2---0.3125
Predicted Answer:sony xbr65x900b---0.5
Predicted Answer:sony xbr65x900c---0.3125
Predicted Answer:samsung un48ju6400---0.4375
Predicted Answer:sony xbr65hx929---0.25
Predicted Answer:sony xbr55x850d---0.375
Predicted Answer:sony xbr55x850c---0.375
Predicted Answer:samsung un55js9000f---0.375
Predicted Answer:sony xbr55x850b---0.375
Predicted Answer:samsung un60j6200a---0.25
Predicted Answer:samsung un40es6100---0.375
Predicted Answer:samsung un50j6300---0.3125
Predicted Answer:lg 55eg9600---0.4375
Predicted Answer:sony xbr79x900b---0.4375
Predicted Answer:gpx tde1982b---0.25
Predicted Answer:lg 65eg9600---0.4375
Predicted Answer:sony xbr55x810c---0.25
Predicted Answer:samsung un40ju6700---0.4375
Predicted Answer:samsung un50js7000---0.375
Predicted Answer:sony xbr43x830c---0.3125
Predicted Answer:samsung un55hu6840---0.5625
Predicted Answer:samsung un55j6200a---0.3125
Predicted Answer:samsung un40eh5300---0.4375
Predicted Answer:samsung un55hu8500---0.375
Predicted Answer:sony xbr65x810c---0.25
Predicted Answer:sony xbr65x850a---0.5
Predicted Answer:sony xbr49x830c---0.3125
Predicted Answer:lg 49uf6400---0.4375
Predicted Answer:sony xbr65x850c---0.375
Predicted Answer:sony xbr70x850b---0.375
Predicted Answer:lg 40lf6300---0.25
Predicted Answer:sony xbr55x900c---0.3125
Predicted Answer:gpx tde3253b---0.1875
Predicted Answer:samsung un65h7150---0.3125
Predicted Answer:samsung un65ju7100---0.4375
Predicted Answer:vizio d50u-d1---0.4375
node95febb3f8c5c7a9fbd1ad10dd84c8c7.html
Right Answer:gpx te1384b
Predicted Answer:samsung un55ju7100f---0.15384615384615385
Predicted Answer:vizio d48-d0---0.15384615384615385
Predicted Answer:samsung un60eh6003---0.38461538461538464
Predicted Answer:samsung un60ju7100---0.15384615384615385
Predicted Answer:sony xbr65x930c---0.07692307692307693
Predicted Answer:samsung un50ju7100---0.15384615384615385
Predicted Answer:sony xbr65x930d---0.07692307692307693
Predicted Answer:sony xbr65x950b---0.3076923076923077
Predicted Answer:vizio d43-c1---0.23076923076923078
Predicted Answer:samsung un55ju6500---0.15384615384615385
Predicted Answer:gpx te1384b---0.3076923076923077
Predicted Answer:sony xbr55x800b---0.07692307692307693
Predicted Answer:gpx tde1380b---0.3076923076923077
Predicted Answer:samsung un32eh5300---0.3076923076923077
Predicted Answer:samsung un40ju6400---0.15384615384615385
Predicted Answer:lg 43uf6400---0.3076923076923077
Predicted Answer:gpx tde1384b---0.3076923076923077
Predicted Answer:lg 55eg9100---0.23076923076923078
Predicted Answer:samsung un50eh5300---0.23076923076923078
Predicted Answer:samsung un65h6350---0.15384615384615385
Predicted Answer:samsung un50j5200a---0.15384615384615385
Predicted Answer:sony xbr65x800b---0.07692307692307693
Predicted Answer:samsung un60js7000---0.07692307692307693
Predicted Answer:samsung un55js8500f---0.23076923076923078
Predicted Answer:vizio d43-d2---0.23076923076923078
Predicted Answer:sony xbr65x900b---0.23076923076923078
Predicted Answer:sony xbr65x900c---0.15384615384615385
Predicted Answer:samsung un48ju6400---0.15384615384615385
Predicted Answer:sony xbr65hx929---0.23076923076923078
Predicted Answer:sony xbr55x850d---0.07692307692307693
Predicted Answer:sony xbr55x850c---0.15384615384615385
Predicted Answer:samsung un55js9000f---0.15384615384615385
Predicted Answer:sony xbr55x850b---0.15384615384615385
Predicted Answer:samsung un60j6200a---0.15384615384615385
Predicted Answer:samsung un40es6100---0.23076923076923078
Predicted Answer:samsung un50j6300---0.15384615384615385
Predicted Answer:lg 55eg9600---0.23076923076923078
Predicted Answer:sony xbr79x900b---0.3076923076923077
Predicted Answer:gpx tde1982b---0.46153846153846156
Predicted Answer:lg 65eg9600---0.23076923076923078
Predicted Answer:sony xbr55x810c---0.07692307692307693
Predicted Answer:samsung un40ju6700---0.07692307692307693
Predicted Answer:samsung un50js7000---0.07692307692307693
Predicted Answer:sony xbr43x830c---0.07692307692307693
Predicted Answer:samsung un55hu6840---0.23076923076923078
Predicted Answer:samsung un55j6200a---0.15384615384615385
Predicted Answer:samsung un40eh5300---0.23076923076923078
Predicted Answer:samsung un55hu8500---0.07692307692307693
Predicted Answer:sony xbr65x810c---0.07692307692307693
Predicted Answer:sony xbr65x850a---0.23076923076923078
Predicted Answer:sony xbr49x830c---0.07692307692307693
Predicted Answer:lg 49uf6400---0.15384615384615385
Predicted Answer:sony xbr65x850c---0.15384615384615385
Predicted Answer:sony xbr70x850b---0.07692307692307693
Predicted Answer:lg 40lf6300---0.15384615384615385
Predicted Answer:sony xbr55x900c---0.07692307692307693
Predicted Answer:gpx tde3253b---0.23076923076923078
Predicted Answer:samsung un65h7150---0.15384615384615385
Predicted Answer:samsung un65ju7100---0.15384615384615385
Predicted Answer:vizio d50u-d1---0.38461538461538464
node96299d677d938bcb3aaef14294a5be1.html
Right Answer:vizio d43-c1
Predicted Answer:samsung un55ju7100f---0.4117647058823529
Predicted Answer:vizio d48-d0---0.6470588235294118
Predicted Answer:samsung un60eh6003---0.47058823529411764
Predicted Answer:samsung un60ju7100---0.4117647058823529
Predicted Answer:sony xbr65x930c---0.47058823529411764
Predicted Answer:samsung un50ju7100---0.4117647058823529
Predicted Answer:sony xbr65x930d---0.29411764705882354
Predicted Answer:sony xbr65x950b---0.5294117647058824
Predicted Answer:vizio d43-c1---0.8235294117647058
Predicted Answer:samsung un55ju6500---0.35294117647058826
Predicted Answer:gpx te1384b---0.4117647058823529
Predicted Answer:sony xbr55x800b---0.4117647058823529
Predicted Answer:gpx tde1380b---0.47058823529411764
Predicted Answer:samsung un32eh5300---0.4117647058823529
Predicted Answer:samsung un40ju6400---0.4117647058823529
Predicted Answer:lg 43uf6400---0.5294117647058824
Predicted Answer:gpx tde1384b---0.47058823529411764
Predicted Answer:lg 55eg9100---0.4117647058823529
Predicted Answer:samsung un50eh5300---0.47058823529411764
Predicted Answer:samsung un65h6350---0.35294117647058826
Predicted Answer:samsung un50j5200a---0.35294117647058826
Predicted Answer:sony xbr65x800b---0.4117647058823529
Predicted Answer:samsung un60js7000---0.29411764705882354
Predicted Answer:samsung un55js8500f---0.4117647058823529
Predicted Answer:vizio d43-d2---0.7058823529411765
Predicted Answer:sony xbr65x900b---0.5294117647058824
Predicted Answer:sony xbr65x900c---0.5294117647058824
Predicted Answer:samsung un48ju6400---0.4117647058823529
Predicted Answer:sony xbr65hx929---0.5294117647058824
Predicted Answer:sony xbr55x850d---0.35294117647058826
Predicted Answer:sony xbr55x850c---0.17647058823529413
Predicted Answer:samsung un55js9000f---0.35294117647058826
Predicted Answer:sony xbr55x850b---0.17647058823529413
Predicted Answer:samsung un60j6200a---0.4117647058823529
Predicted Answer:samsung un40es6100---0.4117647058823529
Predicted Answer:samsung un50j6300---0.35294117647058826
Predicted Answer:lg 55eg9600---0.29411764705882354
Predicted Answer:sony xbr79x900b---0.5294117647058824
Predicted Answer:gpx tde1982b---0.5882352941176471
Predicted Answer:lg 65eg9600---0.23529411764705882
Predicted Answer:sony xbr55x810c---0.35294117647058826
Predicted Answer:samsung un40ju6700---0.29411764705882354
Predicted Answer:samsung un50js7000---0.29411764705882354
Predicted Answer:sony xbr43x830c---0.5294117647058824
Predicted Answer:samsung un55hu6840---0.4117647058823529
Predicted Answer:samsung un55j6200a---0.4117647058823529
Predicted Answer:samsung un40eh5300---0.47058823529411764
Predicted Answer:samsung un55hu8500---0.47058823529411764
Predicted Answer:sony xbr65x810c---0.35294117647058826
Predicted Answer:sony xbr65x850a---0.5882352941176471
Predicted Answer:sony xbr49x830c---0.5294117647058824
Predicted Answer:lg 49uf6400---0.35294117647058826
Predicted Answer:sony xbr65x850c---0.5294117647058824
Predicted Answer:sony xbr70x850b---0.47058823529411764
Predicted Answer:lg 40lf6300---0.35294117647058826
Predicted Answer:sony xbr55x900c---0.47058823529411764
Predicted Answer:gpx tde3253b---0.47058823529411764
Predicted Answer:samsung un65h7150---0.4117647058823529
Predicted Answer:samsung un65ju7100---0.4117647058823529
Predicted Answer:vizio d50u-d1---0.5882352941176471
node962c84f373c1eb3f3ed05adf34f8d7c5.html
Right Answer:accessory_samsung
Predicted Answer:samsung un55ju7100f---0.25
Predicted Answer:vizio d48-d0---0.08333333333333333
Predicted Answer:samsung un60eh6003---0.25
Predicted Answer:samsung un60ju7100---0.25
Predicted Answer:sony xbr65x930c---0.08333333333333333
Predicted Answer:samsung un50ju7100---0.25
Predicted Answer:sony xbr65x930d---0.08333333333333333
Predicted Answer:sony xbr65x950b---0.16666666666666666
Predicted Answer:vizio d43-c1---0.16666666666666666
Predicted Answer:samsung un55ju6500---0.16666666666666666
Predicted Answer:gpx te1384b---0.16666666666666666
Predicted Answer:sony xbr55x800b---0.08333333333333333
Predicted Answer:gpx tde1380b---0.08333333333333333
Predicted Answer:samsung un32eh5300---0.16666666666666666
Predicted Answer:samsung un40ju6400---0.25
Predicted Answer:lg 43uf6400---0.25
Predicted Answer:gpx tde1384b---0.08333333333333333
Predicted Answer:lg 55eg9100---0.16666666666666666
Predicted Answer:samsung un50eh5300---0.25
Predicted Answer:samsung un65h6350---0.16666666666666666
Predicted Answer:samsung un50j5200a---0.16666666666666666
Predicted Answer:sony xbr65x800b---0.08333333333333333
Predicted Answer:samsung un60js7000---0.16666666666666666
Predicted Answer:samsung un55js8500f---0.25
Predicted Answer:vizio d43-d2---0.08333333333333333
Predicted Answer:sony xbr65x900b---0.08333333333333333
Predicted Answer:sony xbr65x900c---0.16666666666666666
Predicted Answer:samsung un48ju6400---0.25
Predicted Answer:sony xbr65hx929---0.08333333333333333
Predicted Answer:sony xbr55x850d---0.08333333333333333
Predicted Answer:sony xbr55x850c---0.08333333333333333
Predicted Answer:samsung un55js9000f---0.16666666666666666
Predicted Answer:sony xbr55x850b---0.08333333333333333
Predicted Answer:samsung un60j6200a---0.16666666666666666
Predicted Answer:samsung un40es6100---0.25
Predicted Answer:samsung un50j6300---0.16666666666666666
Predicted Answer:lg 55eg9600---0.16666666666666666
Predicted Answer:sony xbr79x900b---0.16666666666666666
Predicted Answer:gpx tde1982b---0.16666666666666666
Predicted Answer:lg 65eg9600---0.16666666666666666
Predicted Answer:sony xbr55x810c---0.08333333333333333
Predicted Answer:samsung un40ju6700---0.16666666666666666
Predicted Answer:samsung un50js7000---0.16666666666666666
Predicted Answer:sony xbr43x830c---0.08333333333333333
Predicted Answer:samsung un55hu6840---0.25
Predicted Answer:samsung un55j6200a---0.16666666666666666
Predicted Answer:samsung un40eh5300---0.25
Predicted Answer:samsung un55hu8500---0.3333333333333333
Predicted Answer:sony xbr65x810c---0.08333333333333333
Predicted Answer:sony xbr65x850a---0.25
Predicted Answer:sony xbr49x830c---0.08333333333333333
Predicted Answer:lg 49uf6400---0.25
Predicted Answer:sony xbr65x850c---0.16666666666666666
Predicted Answer:sony xbr70x850b---0.08333333333333333
Predicted Answer:lg 40lf6300---0.08333333333333333
Predicted Answer:sony xbr55x900c---0.08333333333333333
Predicted Answer:gpx tde3253b---0.08333333333333333
Predicted Answer:samsung un65h7150---0.16666666666666666
Predicted Answer:samsung un65ju7100---0.25
Predicted Answer:vizio d50u-d1---0.16666666666666666
node9686a7bd308a2564b1c2283ee88bd3aa.html
Right Answer:samsung un40ju6400
Predicted Answer:samsung un55ju7100f---0.42857142857142855
Predicted Answer:vizio d48-d0---0.14285714285714285
Predicted Answer:samsung un60eh6003---0.35714285714285715
Predicted Answer:samsung un60ju7100---0.42857142857142855
Predicted Answer:sony xbr65x930c---0.2857142857142857
Predicted Answer:samsung un50ju7100---0.5714285714285714
Predicted Answer:sony xbr65x930d---0.35714285714285715
Predicted Answer:sony xbr65x950b---0.35714285714285715
Predicted Answer:vizio d43-c1---0.14285714285714285
Predicted Answer:samsung un55ju6500---0.5
Predicted Answer:gpx te1384b---0.07142857142857142
Predicted Answer:sony xbr55x800b---0.2857142857142857
Predicted Answer:gpx tde1380b---0.07142857142857142
Predicted Answer:samsung un32eh5300---0.42857142857142855
Predicted Answer:samsung un40ju6400---0.6428571428571429
Predicted Answer:lg 43uf6400---0.5
Predicted Answer:gpx tde1384b---0.07142857142857142
Predicted Answer:lg 55eg9100---0.35714285714285715
Predicted Answer:samsung un50eh5300---0.2857142857142857
Predicted Answer:samsung un65h6350---0.21428571428571427
Predicted Answer:samsung un50j5200a---0.21428571428571427
Predicted Answer:sony xbr65x800b---0.2857142857142857
Predicted Answer:samsung un60js7000---0.35714285714285715
Predicted Answer:samsung un55js8500f---0.5714285714285714
Predicted Answer:vizio d43-d2---0.21428571428571427
Predicted Answer:sony xbr65x900b---0.42857142857142855
Predicted Answer:sony xbr65x900c---0.2857142857142857
Predicted Answer:samsung un48ju6400---0.5
Predicted Answer:sony xbr65hx929---0.14285714285714285
Predicted Answer:sony xbr55x850d---0.42857142857142855
Predicted Answer:sony xbr55x850c---0.2857142857142857
Predicted Answer:samsung un55js9000f---0.42857142857142855
Predicted Answer:sony xbr55x850b---0.21428571428571427
Predicted Answer:samsung un60j6200a---0.21428571428571427
Predicted Answer:samsung un40es6100---0.35714285714285715
Predicted Answer:samsung un50j6300---0.21428571428571427
Predicted Answer:lg 55eg9600---0.42857142857142855
Predicted Answer:sony xbr79x900b---0.42857142857142855
Predicted Answer:gpx tde1982b---0.21428571428571427
Predicted Answer:lg 65eg9600---0.42857142857142855
Predicted Answer:sony xbr55x810c---0.2857142857142857
Predicted Answer:samsung un40ju6700---0.5
Predicted Answer:samsung un50js7000---0.42857142857142855
Predicted Answer:sony xbr43x830c---0.2857142857142857
Predicted Answer:samsung un55hu6840---0.6428571428571429
Predicted Answer:samsung un55j6200a---0.21428571428571427
Predicted Answer:samsung un40eh5300---0.35714285714285715
Predicted Answer:samsung un55hu8500---0.5
Predicted Answer:sony xbr65x810c---0.2857142857142857
Predicted Answer:sony xbr65x850a---0.42857142857142855
Predicted Answer:sony xbr49x830c---0.2857142857142857
Predicted Answer:lg 49uf6400---0.42857142857142855
Predicted Answer:sony xbr65x850c---0.35714285714285715
Predicted Answer:sony xbr70x850b---0.2857142857142857
Predicted Answer:lg 40lf6300---0.14285714285714285
Predicted Answer:sony xbr55x900c---0.35714285714285715
Predicted Answer:gpx tde3253b---0.07142857142857142
Predicted Answer:samsung un65h7150---0.21428571428571427
Predicted Answer:samsung un65ju7100---0.5
Predicted Answer:vizio d50u-d1---0.42857142857142855
node96a36b79662f4917636538c22eade.html
Right Answer:accessory_gpx
Predicted Answer:samsung un55ju7100f---0.14285714285714285
Predicted Answer:vizio d48-d0---0.0
Predicted Answer:samsung un60eh6003---0.14285714285714285
Predicted Answer:samsung un60ju7100---0.14285714285714285
Predicted Answer:sony xbr65x930c---0.0
Predicted Answer:samsung un50ju7100---0.14285714285714285
Predicted Answer:sony xbr65x930d---0.0
Predicted Answer:sony xbr65x950b---0.14285714285714285
Predicted Answer:vizio d43-c1---0.14285714285714285
Predicted Answer:samsung un55ju6500---0.0
Predicted Answer:gpx te1384b---0.14285714285714285
Predicted Answer:sony xbr55x800b---0.0
Predicted Answer:gpx tde1380b---0.14285714285714285
Predicted Answer:samsung un32eh5300---0.0
Predicted Answer:samsung un40ju6400---0.14285714285714285
Predicted Answer:lg 43uf6400---0.14285714285714285
Predicted Answer:gpx tde1384b---0.14285714285714285
Predicted Answer:lg 55eg9100---0.14285714285714285
Predicted Answer:samsung un50eh5300---0.14285714285714285
Predicted Answer:samsung un65h6350---0.0
Predicted Answer:samsung un50j5200a---0.0
Predicted Answer:sony xbr65x800b---0.0
Predicted Answer:samsung un60js7000---0.0
Predicted Answer:samsung un55js8500f---0.14285714285714285
Predicted Answer:vizio d43-d2---0.0
Predicted Answer:sony xbr65x900b---0.0
Predicted Answer:sony xbr65x900c---0.14285714285714285
Predicted Answer:samsung un48ju6400---0.14285714285714285
Predicted Answer:sony xbr65hx929---0.0
Predicted Answer:sony xbr55x850d---0.0
Predicted Answer:sony xbr55x850c---0.0
Predicted Answer:samsung un55js9000f---0.0
Predicted Answer:sony xbr55x850b---0.0
Predicted Answer:samsung un60j6200a---0.0
Predicted Answer:samsung un40es6100---0.14285714285714285
Predicted Answer:samsung un50j6300---0.0
Predicted Answer:lg 55eg9600---0.14285714285714285
Predicted Answer:sony xbr79x900b---0.14285714285714285
Predicted Answer:gpx tde1982b---0.2857142857142857
Predicted Answer:lg 65eg9600---0.14285714285714285
Predicted Answer:sony xbr55x810c---0.0
Predicted Answer:samsung un40ju6700---0.0
Predicted Answer:samsung un50js7000---0.0
Predicted Answer:sony xbr43x830c---0.0
Predicted Answer:samsung un55hu6840---0.14285714285714285
Predicted Answer:samsung un55j6200a---0.0
Predicted Answer:samsung un40eh5300---0.14285714285714285
Predicted Answer:samsung un55hu8500---0.0
Predicted Answer:sony xbr65x810c---0.0
Predicted Answer:sony xbr65x850a---0.2857142857142857
Predicted Answer:sony xbr49x830c---0.0
Predicted Answer:lg 49uf6400---0.14285714285714285
Predicted Answer:sony xbr65x850c---0.14285714285714285
Predicted Answer:sony xbr70x850b---0.0
Predicted Answer:lg 40lf6300---0.0
Predicted Answer:sony xbr55x900c---0.0
Predicted Answer:gpx tde3253b---0.14285714285714285
Predicted Answer:samsung un65h7150---0.0
Predicted Answer:samsung un65ju7100---0.14285714285714285
Predicted Answer:vizio d50u-d1---0.14285714285714285
node974a69e86f89eed996721db6611a2af.html
Right Answer:accessory_samsung
Predicted Answer:samsung un55ju7100f---0.5
Predicted Answer:vizio d48-d0---0.25
Predicted Answer:samsung un60eh6003---0.5
Predicted Answer:samsung un60ju7100---0.625
Predicted Answer:sony xbr65x930c---0.125
Predicted Answer:samsung un50ju7100---0.5
Predicted Answer:sony xbr65x930d---0.0
Predicted Answer:sony xbr65x950b---0.375
Predicted Answer:vizio d43-c1---0.5
Predicted Answer:samsung un55ju6500---0.25
Predicted Answer:gpx te1384b---0.125
Predicted Answer:sony xbr55x800b---0.25
Predicted Answer:gpx tde1380b---0.25
Predicted Answer:samsung un32eh5300---0.375
Predicted Answer:samsung un40ju6400---0.5
Predicted Answer:lg 43uf6400---0.25
Predicted Answer:gpx tde1384b---0.25
Predicted Answer:lg 55eg9100---0.25
Predicted Answer:samsung un50eh5300---0.375
Predicted Answer:samsung un65h6350---0.375
Predicted Answer:samsung un50j5200a---0.25
Predicted Answer:sony xbr65x800b---0.25
Predicted Answer:samsung un60js7000---0.375
Predicted Answer:samsung un55js8500f---0.375
Predicted Answer:vizio d43-d2---0.25
Predicted Answer:sony xbr65x900b---0.25
Predicted Answer:sony xbr65x900c---0.25
Predicted Answer:samsung un48ju6400---0.5
Predicted Answer:sony xbr65hx929---0.125
Predicted Answer:sony xbr55x850d---0.25
Predicted Answer:sony xbr55x850c---0.0
Predicted Answer:samsung un55js9000f---0.25
Predicted Answer:sony xbr55x850b---0.0
Predicted Answer:samsung un60j6200a---0.375
Predicted Answer:samsung un40es6100---0.375
Predicted Answer:samsung un50j6300---0.375
Predicted Answer:lg 55eg9600---0.375
Predicted Answer:sony xbr79x900b---0.375
Predicted Answer:gpx tde1982b---0.375
Predicted Answer:lg 65eg9600---0.375
Predicted Answer:sony xbr55x810c---0.0
Predicted Answer:samsung un40ju6700---0.25
Predicted Answer:samsung un50js7000---0.25
Predicted Answer:sony xbr43x830c---0.375
Predicted Answer:samsung un55hu6840---0.5
Predicted Answer:samsung un55j6200a---0.375
Predicted Answer:samsung un40eh5300---0.5
Predicted Answer:samsung un55hu8500---0.25
Predicted Answer:sony xbr65x810c---0.0
Predicted Answer:sony xbr65x850a---0.375
Predicted Answer:sony xbr49x830c---0.375
Predicted Answer:lg 49uf6400---0.25
Predicted Answer:sony xbr65x850c---0.5
Predicted Answer:sony xbr70x850b---0.25
Predicted Answer:lg 40lf6300---0.125
Predicted Answer:sony xbr55x900c---0.125
Predicted Answer:gpx tde3253b---0.25
Predicted Answer:samsung un65h7150---0.375
Predicted Answer:samsung un65ju7100---0.5
Predicted Answer:vizio d50u-d1---0.25
node97e33f988899f9cc7fab439654526b3f.html
Right Answer:gpx tde1384b
Predicted Answer:samsung un55ju7100f---0.25
Predicted Answer:vizio d48-d0---0.16666666666666666
Predicted Answer:samsung un60eh6003---0.25
Predicted Answer:samsung un60ju7100---0.25
Predicted Answer:sony xbr65x930c---0.25
Predicted Answer:samsung un50ju7100---0.25
Predicted Answer:sony xbr65x930d---0.16666666666666666
Predicted Answer:sony xbr65x950b---0.25
Predicted Answer:vizio d43-c1---0.25
Predicted Answer:samsung un55ju6500---0.16666666666666666
Predicted Answer:gpx te1384b---0.4166666666666667
Predicted Answer:sony xbr55x800b---0.16666666666666666
Predicted Answer:gpx tde1380b---0.4166666666666667
Predicted Answer:samsung un32eh5300---0.16666666666666666
Predicted Answer:samsung un40ju6400---0.25
Predicted Answer:lg 43uf6400---0.25
Predicted Answer:gpx tde1384b---0.6666666666666666
Predicted Answer:lg 55eg9100---0.3333333333333333
Predicted Answer:samsung un50eh5300---0.25
Predicted Answer:samsung un65h6350---0.16666666666666666
Predicted Answer:samsung un50j5200a---0.16666666666666666
Predicted Answer:sony xbr65x800b---0.16666666666666666
Predicted Answer:samsung un60js7000---0.16666666666666666
Predicted Answer:samsung un55js8500f---0.25
Predicted Answer:vizio d43-d2---0.16666666666666666
Predicted Answer:sony xbr65x900b---0.16666666666666666
Predicted Answer:sony xbr65x900c---0.25
Predicted Answer:samsung un48ju6400---0.25
Predicted Answer:sony xbr65hx929---0.16666666666666666
Predicted Answer:sony xbr55x850d---0.16666666666666666
Predicted Answer:sony xbr55x850c---0.16666666666666666
Predicted Answer:samsung un55js9000f---0.16666666666666666
Predicted Answer:sony xbr55x850b---0.16666666666666666
Predicted Answer:samsung un60j6200a---0.16666666666666666
Predicted Answer:samsung un40es6100---0.25
Predicted Answer:samsung un50j6300---0.16666666666666666
Predicted Answer:lg 55eg9600---0.16666666666666666
Predicted Answer:sony xbr79x900b---0.25
Predicted Answer:gpx tde1982b---0.5
Predicted Answer:lg 65eg9600---0.16666666666666666
Predicted Answer:sony xbr55x810c---0.16666666666666666
Predicted Answer:samsung un40ju6700---0.16666666666666666
Predicted Answer:samsung un50js7000---0.16666666666666666
Predicted Answer:sony xbr43x830c---0.16666666666666666
Predicted Answer:samsung un55hu6840---0.25
Predicted Answer:samsung un55j6200a---0.16666666666666666
Predicted Answer:samsung un40eh5300---0.25
Predicted Answer:samsung un55hu8500---0.16666666666666666
Predicted Answer:sony xbr65x810c---0.16666666666666666
Predicted Answer:sony xbr65x850a---0.3333333333333333
Predicted Answer:sony xbr49x830c---0.16666666666666666
Predicted Answer:lg 49uf6400---0.25
Predicted Answer:sony xbr65x850c---0.25
Predicted Answer:sony xbr70x850b---0.16666666666666666
Predicted Answer:lg 40lf6300---0.16666666666666666
Predicted Answer:sony xbr55x900c---0.16666666666666666
Predicted Answer:gpx tde3253b---0.3333333333333333
Predicted Answer:samsung un65h7150---0.16666666666666666
Predicted Answer:samsung un65ju7100---0.25
Predicted Answer:vizio d50u-d1---0.3333333333333333
node9827912b546a290db607d464acdfbcf.html
Right Answer:lg 43uf6400
Predicted Answer:samsung un55ju7100f---0.2926829268292683
Predicted Answer:vizio d48-d0---0.1951219512195122
Predicted Answer:samsung un60eh6003---0.2682926829268293
Predicted Answer:samsung un60ju7100---0.2926829268292683
Predicted Answer:sony xbr65x930c---0.21951219512195122
Predicted Answer:samsung un50ju7100---0.3902439024390244
Predicted Answer:sony xbr65x930d---0.12195121951219512
Predicted Answer:sony xbr65x950b---0.24390243902439024
Predicted Answer:vizio d43-c1---0.24390243902439024
Predicted Answer:samsung un55ju6500---0.2682926829268293
Predicted Answer:gpx te1384b---0.12195121951219512
Predicted Answer:sony xbr55x800b---0.17073170731707318
Predicted Answer:gpx tde1380b---0.07317073170731707
Predicted Answer:samsung un32eh5300---0.24390243902439024
Predicted Answer:samsung un40ju6400---0.21951219512195122
Predicted Answer:lg 43uf6400---0.34146341463414637
Predicted Answer:gpx tde1384b---0.12195121951219512
Predicted Answer:lg 55eg9100---0.3902439024390244
Predicted Answer:samsung un50eh5300---0.24390243902439024
Predicted Answer:samsung un65h6350---0.17073170731707318
Predicted Answer:samsung un50j5200a---0.07317073170731707
Predicted Answer:sony xbr65x800b---0.17073170731707318
Predicted Answer:samsung un60js7000---0.14634146341463414
Predicted Answer:samsung un55js8500f---0.4878048780487805
Predicted Answer:vizio d43-d2---0.17073170731707318
Predicted Answer:sony xbr65x900b---0.3902439024390244
Predicted Answer:sony xbr65x900c---0.21951219512195122
Predicted Answer:samsung un48ju6400---0.21951219512195122
Predicted Answer:sony xbr65hx929---0.14634146341463414
Predicted Answer:sony xbr55x850d---0.1951219512195122
Predicted Answer:sony xbr55x850c---0.21951219512195122
Predicted Answer:samsung un55js9000f---0.17073170731707318
Predicted Answer:sony xbr55x850b---0.2682926829268293
Predicted Answer:samsung un60j6200a---0.0975609756097561
Predicted Answer:samsung un40es6100---0.21951219512195122
Predicted Answer:samsung un50j6300---0.0975609756097561
Predicted Answer:lg 55eg9600---0.34146341463414637
Predicted Answer:sony xbr79x900b---0.24390243902439024
Predicted Answer:gpx tde1982b---0.12195121951219512
Predicted Answer:lg 65eg9600---0.2682926829268293
Predicted Answer:sony xbr55x810c---0.14634146341463414
Predicted Answer:samsung un40ju6700---0.17073170731707318
Predicted Answer:samsung un50js7000---0.17073170731707318
Predicted Answer:sony xbr43x830c---0.3170731707317073
Predicted Answer:samsung un55hu6840---0.2926829268292683
